ID	parent ID	DE	DE neu	DE merge	EN	EN neu	EN merge	Abfragen	sort	kiel extract	kiel+	kiel overwrite	kiel result	goe extract	goe+	goe overwrite	goe merge	goe result
323.0	323.X	Allgemeines, Menschenrechte		Allgemeines, Menschenrechte	General works, Human rights		General works, Human rights	{"goe":{"fi":" lsg='7 nqd 0?'"}}	323.0			xxx		{"fi":" lsg='7 nqd 0?'"}	{"fi":" lsg='7 nqd 0?'"}		{"fi":" lsg='7 nqd 0?'"}	{"fi":" lsg='7 nqd 0?'"}
323.1	323.X	Minderheitenfragen		Minderheitenfragen	Minority matters		Minority matters	{"goe":{"fi":" lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 qub 400' or lsg='7 nqd 550' or lsg='7 nqd 700'"},"kiel":["ska 503.700"]}	323.1	["ska 503.700"]	["ska 503.700"]		["ska 503.700"]	{"fi":" lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 qub 400' or lsg='7 nqd 550' or lsg='7 nqd 700'"}	{"fi":" lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 qub 400' or lsg='7 nqd 550' or lsg='7 nqd 700'"}		{"fi":" lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 qub 400' or lsg='7 nqd 550' or lsg='7 nqd 700'"}	{"fi":" lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 qub 400' or lsg='7 nqd 550' or lsg='7 nqd 700'"}
323.4	323.X	Meinungs- und Informationsfreiheit		Meinungs- und Informationsfreiheit	Freedom of opinion and information		Freedom of opinion and information	{"goe":{"fi":" lsg='7 nt 375' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}}	323.4			[]		{"fi":" lsg='7 nt 375' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}	{"fi":" lsg='7 nt 375' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}		{"fi":" lsg='7 nt 375' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}	{"fi":" lsg='7 nt 375' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}
323.6	323.X	Staatsbürgerschaft		Staatsbürgerschaft	Citizenship		Citizenship		323.6			xxx				{}
324.X	32X	Der politische Prozess, politischer Einfluss		Der politische Prozess, politischer Einfluss	The political process, political influence		The political process, political influence	{"goe":{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfs?'"}}	324.-		["ska 644*","ska 715*","ska 716*","ska 722*","ska 723*","ska 727*","pol 64*","ska 731*","ska 733*"]		["ska 644*","ska 715*","ska 716*","ska 722*","ska 723*","ska 727*","pol 64*","ska 731*","ska 733*"]	{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfs?'"}	{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfs?'"}		{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfs?'"}	{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfs?'"}
324.2	324.X	Politische Parteien		Politische Parteien	Political parties		Political parties	{"goe":{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfn 100' or lsg='7 lfn 120'"},"kiel":["ska 644*","ska 715*","ska 716*","ska 722*","ska 723*","ska 727*","pol 64*"]}	324.2	["ska 644*","ska 715*","ska 716*","ska 722*","ska 723*","ska 727*","pol 64*"]	["ska 644*","ska 715*","ska 716*","ska 722*","ska 723*","ska 727*","pol 64*"]		["ska 644*","ska 715*","ska 716*","ska 722*","ska 723*","ska 727*","pol 64*"]	{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfn 100' or lsg='7 lfn 120'"}	{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfn 100' or lsg='7 lfn 120'"}		{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfn 100' or lsg='7 lfn 120'"}	{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfn 100' or lsg='7 lfn 120'"}
324.4	324.X	Interessengruppen		Interessengruppen	Interest groups		Interest groups	{"kiel":["ska 731*","ska 733*"]}	324.4	["ska 731*","ska 733*"]	["ska 731*","ska 733*"]		["ska 731*","ska 733*"]			{}
324.6	324.X	Wahlsysteme		Wahlsysteme	Election systems		Election systems	{"goe":{"fi":" lsg='7 lfs 370' or lsg='7 lfs 400' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}}	324.6			[]		{"fi":" lsg='7 lfs 370' or lsg='7 lfs 400' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}	{"fi":" lsg='7 lfs 370' or lsg='7 lfs 400' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}		{"fi":" lsg='7 lfs 370' or lsg='7 lfs 400' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}	{"fi":" lsg='7 lfs 370' or lsg='7 lfs 400' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}
325	32X	Internationale Migration		Internationale Migration	International migration		International migration	{"goe":{"fi":" lsg='7 qub 500' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 nqd 370' or lsg='7 qeg?'"},"kiel":["ska 842*"]}	325	["ska 842*"]	["ska 842*"]		["ska 842*"]	{"fi":" lsg='7 qub 500' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 nqd 370' or lsg='7 qeg?'"}	{"fi":" lsg='7 qub 500' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 nqd 370' or lsg='7 qeg?'"}		{"fi":" lsg='7 qub 500' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 nqd 370' or lsg='7 qeg?'"}	{"fi":" lsg='7 qub 500' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 nqd 370' or lsg='7 qeg?'"}
327.X	32X	Internationale Beziehungen, Außenpolitik		Internationale Beziehungen, Außenpolitik	International relations, Foreign policy		International relations, Foreign policy	{"goe":{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfs 46?-lfs 52?'"}}	327.-		["ska 146.100","ska 146.200","ska 146.300","ska 146.400","ska 281.200","ska 281.600","ska 379*","ska 525*","ska 525*","ska 672*","pol 854*","pol 895*","wir 455.200","wir 887"]		["ska 146.100","ska 146.200","ska 146.300","ska 146.400","ska 281.200","ska 281.600","ska 379*","ska 525*","ska 525*","ska 672*","pol 854*","pol 895*","wir 455.200","wir 887"]	{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfs 46?-lfs 52?'"}	{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfs 46?-lfs 52?'"}		{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfs 46?-lfs 52?'"}	{"fi":" lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200' or lsg='7 lfs 46?-lfs 52?'"}
327.1	327.X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 200'"},"kiel":["ska 146.100","ska 146.200","ska 146.300","ska 146.400"]}	327.1	["ska 146.100","ska 146.200","ska 146.300","ska 146.400"]	["ska 146.100","ska 146.200","ska 146.300","ska 146.400"]		["ska 146.100","ska 146.200","ska 146.300","ska 146.400"]	{"fi":" lsg='7 pnn 200'"}	{"fi":" lsg='7 pnn 200'"}		{"fi":" lsg='7 pnn 200'"}	{"fi":" lsg='7 pnn 200'"}
327.2	327.X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pno 200'"},"kiel":["ska 281.200","ska 281.600"]}	327.2	["ska 281.200","ska 281.600"]	["ska 281.200","ska 281.600"]		["ska 281.200","ska 281.600"]	{"fi":" lsg='7 pno 200'"}	{"fi":" lsg='7 pno 200'"}		{"fi":" lsg='7 pno 200'"}	{"fi":" lsg='7 pno 200'"}
327.3	327.X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"goe":{"fi":" lsg='7 pnp 200'"},"kiel":["ska 379*"]}	327.3	["ska 379*"]	["ska 379*"]		["ska 379*"]	{"fi":" lsg='7 pnp 200'"}	{"fi":" lsg='7 pnp 200'"}		{"fi":" lsg='7 pnp 200'"}	{"fi":" lsg='7 pnp 200'"}
327.4	327.X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"goe":{"fi":" lsg='7 pnq 200'"},"kiel":["ska 525*"]}	327.4	["ska 525*"]	["ska 525*"]		["ska 525*"]	{"fi":" lsg='7 pnq 200'"}	{"fi":" lsg='7 pnq 200'"}		{"fi":" lsg='7 pnq 200'"}	{"fi":" lsg='7 pnq 200'"}
327.5	327.X	20. Jahrhundert		20. Jahrhundert	20th century		20th century	{"goe":{"fi":" lsg='7 pnr 200'"},"kiel":["ska 525*","ska 672*","pol 854*","pol 895*","wir 455.200","wir 887"]}	327.5	["ska 525*","ska 672*","pol 854*","pol 895*","wir 455.200","wir 887"]	["ska 525*","ska 672*","pol 854*","pol 895*","wir 455.200","wir 887"]		["ska 525*","ska 672*","pol 854*","pol 895*","wir 455.200","wir 887"]	{"fi":" lsg='7 pnr 200'"}	{"fi":" lsg='7 pnr 200'"}		{"fi":" lsg='7 pnr 200'"}	{"fi":" lsg='7 pnr 200'"}
328	32X	Parlamente, gesetzgebende Körperschaften, Gesetzgebungsprozess		Parlamente, gesetzgebende Körperschaften, Gesetzgebungsprozess	Parliaments, legislative bodies, legislative process		Parliaments, legislative bodies, legislative process	{"goe":{"fi":" lsg='7 lfs 100' or lsg='7 lfs 120' or lsg='7 nt 445' or lsg='7 nt 450' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}}	328					{"fi":" lsg='7 lfs 100' or lsg='7 lfs 120' or lsg='7 nt 445' or lsg='7 nt 450' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}	{"fi":" lsg='7 lfs 100' or lsg='7 lfs 120' or lsg='7 nt 445' or lsg='7 nt 450' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}		{"fi":" lsg='7 lfs 100' or lsg='7 lfs 120' or lsg='7 nt 445' or lsg='7 nt 450' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}	{"fi":" lsg='7 lfs 100' or lsg='7 lfs 120' or lsg='7 nt 445' or lsg='7 nt 450' or lsg='7 pnn 200' or lsg='7 pno 200' or lsg='7 pnp 200' or lsg='7 pnq 200' or lsg='7 pnr 200'"}
33X	vn3	Wirtschaft		Wirtschaft	Economics		Economics	{"goe":{"fi":" lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400' or lsg='7 lm?' or lsg='7 lc?' or lsg='7 lq?'"}}	33-		["ska 185.100","ska 185.200","ska 196*","ska 198*","ska 305*","ska 308*","ska 438*","ska 460*","ska 462*","ska 574*","ska 575*","ska 793*","ska 574*","ska 785*","ska 788.800","ska 575*","ska 793*","wir 471","wir 472","wir 473","wir 474","wir 475","wir 476","wir 911.200","wir 919","wir 933","wir 970.200","ska 323*","ska 439*","ska 624*","ska 626*","ska 624*","ska 626*","ska 462*","ska 607*","ska 608*","ska 626*","ska 847*","ska 849*","soz 835.3","ska 192.400","ska 321*","ska 456.200","ska 456.300","ska 615*","ska 616*","ska 790*","ska 601*","ska 602*","ska 600*","ska 788*","agr 840.300","ska 597.200","ska 597.400"]		["ska 185.100","ska 185.200","ska 196*","ska 198*","ska 305*","ska 308*","ska 438*","ska 460*","ska 462*","ska 574*","ska 575*","ska 793*","ska 574*","ska 785*","ska 788.800","ska 575*","ska 793*","wir 471","wir 472","wir 473","wir 474","wir 475","wir 476","wir 911.200","wir 919","wir 933","wir 970.200","ska 323*","ska 439*","ska 624*","ska 626*","ska 624*","ska 626*","ska 462*","ska 607*","ska 608*","ska 626*","ska 847*","ska 849*","soz 835.3","ska 192.400","ska 321*","ska 456.200","ska 456.300","ska 615*","ska 616*","ska 790*","ska 601*","ska 602*","ska 600*","ska 788*","agr 840.300","ska 597.200","ska 597.400"]	{"fi":" lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400' or lsg='7 lm?' or lsg='7 lc?' or lsg='7 lq?'"}	{"fi":" lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400' or lsg='7 lm?' or lsg='7 lc?' or lsg='7 lq?'"}		{"fi":" lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400' or lsg='7 lm?' or lsg='7 lc?' or lsg='7 lq?'"}	{"fi":" lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400' or lsg='7 lm?' or lsg='7 lc?' or lsg='7 lq?'"}
330.X	33X	Wirtschaftsgeschichte		Wirtschaftsgeschichte	Economic history		Economic history		330.-		["ska 185.100","ska 185.200","ska 196*","ska 198*","ska 305*","ska 308*","ska 438*","ska 460*","ska 462*","ska 574*","ska 575*","ska 793*","ska 574*","ska 785*","ska 788.800","ska 575*","ska 793*"]		["ska 185.100","ska 185.200","ska 196*","ska 198*","ska 305*","ska 308*","ska 438*","ska 460*","ska 462*","ska 574*","ska 575*","ska 793*","ska 574*","ska 785*","ska 788.800","ska 575*","ska 793*"]		Loading...			Loading...
330.1	330.X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"kiel":["ska 185.100","ska 185.200","ska 196*","ska 198*"]}	330.1	["ska 185.100","ska 185.200","ska 196*","ska 198*"]	["ska 185.100","ska 185.200","ska 196*","ska 198*"]		["ska 185.100","ska 185.200","ska 196*","ska 198*"]			{}
330.2	330.X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"kiel":["ska 305*","ska 308*"]}	330.2	["ska 305*","ska 308*"]	["ska 305*","ska 308*"]		["ska 305*","ska 308*"]			{}
330.3	330.X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"kiel":["ska 438*","ska 460*","ska 462*"]}	330.3	["ska 438*","ska 460*","ska 462*"]	["ska 438*","ska 460*","ska 462*"]		["ska 438*","ska 460*","ska 462*"]			{}
330.4	330.X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"kiel":["ska 574*","ska 575*","ska 793*"]}	330.4	["ska 574*","ska 575*","ska 793*"]	["ska 574*","ska 575*","ska 793*"]		["ska 574*","ska 575*","ska 793*"]			{}
330.5	330.X	20. Jahrhundert		20. Jahrhundert	20th century		20th century	{"kiel":["ska 574*","ska 785*","ska 788.800","ska 575*","ska 793*"]}	330.5	["ska 574*","ska 785*","ska 788.800","ska 575*","ska 793*"]	["ska 574*","ska 785*","ska 788.800","ska 575*","ska 793*"]		["ska 574*","ska 785*","ska 788.800","ska 575*","ska 793*"]			{}
331.X	33X	Allgemeines, wirtschaftliche Lage		Allgemeines, wirtschaftliche Lage	General works, economic situation		General works, economic situation	{"goe":{"fi":" lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400' or lsg='7 lm 0?'"}}	331.-		["wir 471","wir 472","wir 473","wir 474","wir 475","wir 476","wir 911.200","wir 919","wir 933","wir 970.200","ska 323*","ska 439*","ska 624*","ska 626*","ska 624*","ska 626*"]		["wir 471","wir 472","wir 473","wir 474","wir 475","wir 476","wir 911.200","wir 919","wir 933","wir 970.200","ska 323*","ska 439*","ska 624*","ska 626*","ska 624*","ska 626*"]	{"fi":" lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400' or lsg='7 lm 0?'"}	{"fi":" lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400' or lsg='7 lm 0?'"}		{"fi":" lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400' or lsg='7 lm 0?'"}	{"fi":" lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400' or lsg='7 lm 0?'"}
331.1	331.X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 400'"},"kiel":["wir 471","wir 472","wir 473","wir 474","wir 475","wir 476","wir 911.200","wir 919","wir 933","wir 970.200"]}	331.1	["wir 471","wir 472","wir 473","wir 474","wir 475","wir 476","wir 911.200","wir 919","wir 933","wir 970.200"]	["wir 471","wir 472","wir 473","wir 474","wir 475","wir 476","wir 911.200","wir 919","wir 933","wir 970.200"]		["wir 471","wir 472","wir 473","wir 474","wir 475","wir 476","wir 911.200","wir 919","wir 933","wir 970.200"]	{"fi":" lsg='7 pnn 400'"}	{"fi":" lsg='7 pnn 400'"}		{"fi":" lsg='7 pnn 400'"}	{"fi":" lsg='7 pnn 400'"}
331.2	331.X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pno 400'"},"kiel":["ska 323*"]}	331.2	["ska 323*"]	["ska 323*"]		["ska 323*"]	{"fi":" lsg='7 pno 400'"}	{"fi":" lsg='7 pno 400'"}		{"fi":" lsg='7 pno 400'"}	{"fi":" lsg='7 pno 400'"}
331.3	331.X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"goe":{"fi":" lsg='7 pnp 400'"},"kiel":["ska 439*"]}	331.3	["ska 439*"]	["ska 439*"]		["ska 439*"]	{"fi":" lsg='7 pnp 400'"}	{"fi":" lsg='7 pnp 400'"}		{"fi":" lsg='7 pnp 400'"}	{"fi":" lsg='7 pnp 400'"}
331.4	331.X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"goe":{"fi":" lsg='7 pnq 400'"},"kiel":["ska 624*","ska 626*"]}	331.4	["ska 624*","ska 626*"]	["ska 624*","ska 626*"]		["ska 624*","ska 626*"]	{"fi":" lsg='7 pnq 400'"}	{"fi":" lsg='7 pnq 400'"}		{"fi":" lsg='7 pnq 400'"}	{"fi":" lsg='7 pnq 400'"}
331.5	331.X	20. Jahrhundert		20. Jahrhundert	20th century		20th century	{"goe":{"fi":" lsg='7 pnr 400'"},"kiel":["ska 624*","ska 626*"]}	331.5	["ska 624*","ska 626*"]	["ska 624*","ska 626*"]		["ska 624*","ska 626*"]	{"fi":" lsg='7 pnr 400'"}	{"fi":" lsg='7 pnr 400'"}		{"fi":" lsg='7 pnr 400'"}	{"fi":" lsg='7 pnr 400'"}
332	33X	Arbeitsökonomie, Arbeitsmarkt		Arbeitsökonomie, Arbeitsmarkt	Labor economics, labor market		Labor economics, labor market	{"goe":{"fi":" lsg='7 lmb 100' or lsg='7 lmb 120' or lsg='7 lmb 127-lmb 130' or lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400'"},"kiel":["ska 462*","ska 607*","ska 608*","ska 626*","ska 847*","ska 849*","soz 835.3"]}	332	["ska 462*","ska 607*","ska 608*","ska 626*","ska 847*","ska 849*","soz 835.3"]	["ska 462*","ska 607*","ska 608*","ska 626*","ska 847*","ska 849*","soz 835.3"]		["ska 462*","ska 607*","ska 608*","ska 626*","ska 847*","ska 849*","soz 835.3"]	{"fi":" lsg='7 lmb 100' or lsg='7 lmb 120' or lsg='7 lmb 127-lmb 130' or lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400'"}	{"fi":" lsg='7 lmb 100' or lsg='7 lmb 120' or lsg='7 lmb 127-lmb 130' or lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400'"}		{"fi":" lsg='7 lmb 100' or lsg='7 lmb 120' or lsg='7 lmb 127-lmb 130' or lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400'"}	{"fi":" lsg='7 lmb 100' or lsg='7 lmb 120' or lsg='7 lmb 127-lmb 130' or lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400'"}
337.X	33X	Weltwirtschaft, Internationale Wirtschaftsbeziehungen		Weltwirtschaft, Internationale Wirtschaftsbeziehungen	International economics, international economic relations		International economics, international economic relations	{"goe":{"fi":" lsg='7 lme 700' or lsg='7 lm 369' or lsg='7 lm 069' or lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400'"}}	337.-		["ska 192.400","ska 321*","ska 456.200","ska 456.300","ska 615*","ska 616*","ska 790*"]		["ska 192.400","ska 321*","ska 456.200","ska 456.300","ska 615*","ska 616*","ska 790*"]	{"fi":" lsg='7 lme 700' or lsg='7 lm 369' or lsg='7 lm 069' or lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400'"}	{"fi":" lsg='7 lme 700' or lsg='7 lm 369' or lsg='7 lm 069' or lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400'"}		{"fi":" lsg='7 lme 700' or lsg='7 lm 369' or lsg='7 lm 069' or lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400'"}	{"fi":" lsg='7 lme 700' or lsg='7 lm 369' or lsg='7 lm 069' or lsg='7 pnn 400' or lsg='7 pno 400' or lsg='7 pnp 400' or lsg='7 pnq 400' or lsg='7 pnr 400'"}
337.1	337.X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"kiel":["ska 192.400"]}	337.1	["ska 192.400"]	["ska 192.400"]		["ska 192.400"]			{}
337.2	337.X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"kiel":["ska 321*"]}	337.2	["ska 321*"]	["ska 321*"]		["ska 321*"]			{}
337.3	337.X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"kiel":["ska 456.200","ska 456.300"]}	337.3	["ska 456.200","ska 456.300"]	["ska 456.200","ska 456.300"]		["ska 456.200","ska 456.300"]			{}
337.4	337.X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"kiel":["ska 615*","ska 616*"]}	337.4	["ska 615*","ska 616*"]	["ska 615*","ska 616*"]		["ska 615*","ska 616*"]			{}
337.5	337.X	20. Jahrhundert		20. Jahrhundert	20th century		20th century	{"kiel":["ska 790*"]}	337.5	["ska 790*"]	["ska 790*"]		["ska 790*"]			{}
338.X	33X	Produktion		Produktion	Production		Production	{"kiel":["ska 601*","ska 602*","ska 600*"]}	338.-	["ska 601*","ska 602*","ska 600*"]	["ska 601*","ska 602*","ska 600*"]		["ska 601*","ska 602*","ska 600*"]		Loading...			Loading...
338.1X	338.X	Agrarwirtschaft, Fischerei, Forstwirtschaft		Agrarwirtschaft, Fischerei, Forstwirtschaft	Agriculture, Fishery, Forestry		Agriculture, Fishery, Forestry	{"kiel":["agr 432*","agr 807*"]}	338.1-	["agr 432*","agr 807*"]	["agr 432*","agr 807*"]		["agr 432*","agr 807*"]		Loading...			Loading...
338.11	338.1X	Agrargeschichte		Agrargeschichte	History of agriculture		History of agriculture	{"kiel":["agr 2*","ska 185.100","ska 185.200","ska 185.900","ska 314.100","ska 314.200","ska 446.100","ska 446.200","ska 446.400","ska 446.500","ska 446.600","ska 446.700","ska 597.100","ska 786*"]}	338.11	["agr 2*","ska 185.100","ska 185.200","ska 185.900","ska 314.100","ska 314.200","ska 446.100","ska 446.200","ska 446.400","ska 446.500","ska 446.600","ska 446.700","ska 597.100","ska 786*"]	["agr 2*","ska 185.100","ska 185.200","ska 185.900","ska 314.100","ska 314.200","ska 446.100","ska 446.200","ska 446.400","ska 446.500","ska 446.600","ska 446.700","ska 597.100","ska 786*"]		["agr 2*","ska 185.100","ska 185.200","ska 185.900","ska 314.100","ska 314.200","ska 446.100","ska 446.200","ska 446.400","ska 446.500","ska 446.600","ska 446.700","ska 597.100","ska 786*"]			{}
338.6	338.X	Produktionsorganisation (Betriebswirtschaftslehre)		Produktionsorganisation (Betriebswirtschaftslehre)	Organization of production		Organization of production	{"kiel":["ska 190*","ska 451.100","ska 451.200","ska 318","ska 788.100"]}	338.6	["ska 190*","ska 451.100","ska 451.200","ska 318","ska 788.100"]	["ska 190*","ska 451.100","ska 451.200","ska 318","ska 788.100"]		["ska 190*","ska 451.100","ska 451.200","ska 318","ska 788.100"]			{}
